Sequence_ID	Category_1
XP_021680865 [Hevea brasiliensis]	group6
WP_117412826 [Breoghania sp. L-A4]	group1
OJT96795 [Alphaproteobacteria bacterium 65-7]	group4
PIU45211 [Ignavibacteriales bacterium CG07_land_8_20_14_0_80_59_12]	group4
WP_132052139 [Flavisolibacter sp. 17J28-1]	group2
TAK98572 [Rhodospirillaceae bacterium]	group5
WP_095524703 [Candidatus Dactylopiibacterium carminicum]	group2
WP_047196344 [Polyangium]	group6
EKD55276 [uncultured bacterium]	group3
OHB51915 [Planctomycetes bacterium GWF2_41_51]	group1
WP_085218389 [Sphingomonas indica]	group2
RJQ64627 [Ignavibacteriales bacterium]	group4
WP_047166425 [Sphingomonas sp. Y57]	group6
OUU22048 [Flavobacteriaceae bacterium TMED48]	group5
WP_132583733 [Paralcaligenes ureilyticus]	group7
PIX44124 [Armatimonadetes bacterium CG_4_8_14_3_um_filter_66_20]	group5
WP_068182582 [Rhizobiales bacterium CCH3-A5]	group3
REJ34255 [Firmicutes bacterium]	group7
OUT98109 [Betaproteobacteria bacterium TMED41]	group1
WP_026462056 [Adhaeribacter aquaticus]	group2
RJQ55833 [Actinobacteria bacterium]	group7
WP_066599779 [Sphingobium czechense]	group6
WP_009162995 [Prevotella saccharolytica F0055]	group3
WP_131311380 [Ancalomicrobiaceae bacterium SA-279]	group1
RMG88325 [Candidatus Dadabacteria bacterium]	group1
OFW03142 [Acidobacteria bacterium RIFCSPLOWO2_12_FULL_68_19]	group7
WP_137949006 [Comamonadaceae bacterium ALPHA2B]	group5
WP_126775869 [Aliidiomarina sanyensis]	group3
WP_095367159 [Pseudoalteromonas sp. NBT06-2]	group2
WP_017223349 [Moritella dasanensis]	group7
WP_121541668 [Zetaproteobacteria bacterium]	group4
TFG96191 [Myxococcales bacterium]	group5
WP_007229271 [marine gamma proteobacterium HTCC2148]	group1
WP_101521396 [Chromatocurvus sp. F02]	group5
WP_129714320 [Pedobacter sp. SYP-B3415]	group2
WP_013796186 [Marinomonas posidonica IVIA-Po-181]	group1
RPG44632 [Gammaproteobacteria bacterium TMED112]	group5
OYV20633 [Methylococcaceae bacterium NSP1-2]	group4
WP_015856371 [Bartonella grahamii]	group5
WP_132021716 [Bisgaardia hudsonensis]	group3
RQW84777 [Methylococcus sp.]	group3
TPW34442 [Neokomagataea sp. Jb2]	group7
WP_103327676 [Bacteroidetes endosymbiont of Geopemphigus sp.]	group7
WP_090920753 [Pasteurella skyensis]	group7
WP_119396361 [Oceanospirillales bacterium WDS2A16A]	group5
WP_132701997 [Reinekea marinisedimentorum]	group4
AWV22130 [Roseomonas mucosa]	group5
WP_069649233 [Caloranaerobacter ferrireducens]	group3
WP_029416515 [Brevundimonas bacteroides]	group2
WP_086638229 [Acetobacter okinawensis]	group1
PYY16575 [Acidobacteria bacterium]	group5
WP_014101924 [Micavibrio aeruginosavorus ARL-13]	group2
WP_070237020 [Lutibacter sp. LPB0138]	group6
WP_070375569 [Colwellia sp. PAMC 20917]	group4
WP_074697704 [Selenomonas ruminantium]	group5
WP_010547539 [gamma proteobacterium HIMB30]	group6
PIE42847 [Gammaproteobacteria bacterium]	group7
WP_064749729 [Lysobacter antibioticus]	group6
WP_073055323 [Kaistia soli DSM 19436]	group3
WP_129196328 [Ammoniphilus sp. CFH 90114]	group4
WP_102794478 [Bowmanella denitrificans]	group3
WP_135283974 [Ramlibacter rhizophilus]	group1
WP_140192528 [Rhodobacteraceae bacterium SM1903]	group6
TAE23792 [Candidatus Kapabacteria bacterium]	group6
TFG37593 [Syntrophobacterales bacterium]	group4
TNF54028 [Gammaproteobacteria bacterium]	group1
WP_078745715 [Oceanospirillum multiglobuliferum]	group4
WP_028498614 [Microvirgula sp. AG722]	group6
SED97732 [Prevotella sp. lc2012]	group1
WP_085356096 [Neisseria dumasiana]	group5
WP_129252963 [Ancylomarina sp. SHSM-M15]	group4
WP_111915251 [Lysobacter sp. N42]	group3
OED43704 [Endozoicomonas sp. (ex Bugula neritina AB1)]	group5
PCJ26234 [SAR86 cluster bacterium]	group7
KWV86297 [Pseudomonas fluorescens]	group2
OYT91561 [Pseudomonas sp. PGPPP3]	group3
WP_079446851 [Nitrobacter vulgaris]	group6
RME82481 [Zetaproteobacteria bacterium]	group2
RJP40687 [Phycisphaerales bacterium]	group2
WP_036181858 [Maribius sp. MOLA 401]	group4
WP_061568417 [Caldibacillus debilis]	group7
TLY53217 [Gammaproteobacteria bacterium]	group7
EQB63404 [candidate division Zixibacteria bacterium RBG_19FT_COMBO_42_43]	group5
RMH11209 [Planctomycetes bacterium]	group6
WP_123658124 [Salinisphaera japonica YTM-1]	group3
WP_084720383 [Skermanella aerolata KACC 11604]	group1
WP_088104633 [Bacillus sp. FJAT-45385]	group2
WP_114277311 [Sulfitobacter sp. DFL-14]	group5
OHE78656 [Verrucomicrobia bacterium RIFCSPHIGHO2_12_FULL_41_10]	group2
GBD90483 [bacterium BMS3Abin04]	group5
TMI80106 [Bacteroidetes bacterium]	group7
SDU00085 [Pseudomonas salegens]	group3
WP_121839649 [Parashewanella curva]	group2
PKL52144 [Nitrospira bacterium HGW-Nitrospira-1]	group2
WP_142835971 [Rhodobacteraceae bacterium JBTF-M29]	group7
TLY65466 [Gammaproteobacteria bacterium]	group7
WP_023473157 [Betaproteobacteria bacterium MOLA814]	group6
WP_084373020 [Reichenbachiella faecimaris]	group3
WP_121532952 [Rhodobacter sp. BO-81]	group7
WP_022968095 [Arenimonas oryziterrae DSM 21050 = YC6267]	group6
WP_009490934 [Microvirga lotononidis]	group6
RLB47643 [Deltaproteobacteria bacterium]	group5
WP_138084907 [Verrucobacter flavum]	group4
WP_107350071 [Photobacterium lutimaris]	group4
SFR38422 [Yoonia tamlensis]	group7
WP_010521591 [Aquimarina agarivorans]	group6
PZO02765 [Alphaproteobacteria bacterium]	group2
WP_110131877 [Coraliomargarita sp. WN38]	group2
WP_129167732 [Oxalobacteraceae bacterium CAVE-383]	group2
WP_132476594 [Paracandidimonas soli]	group7
WP_136066784 [Halomonas sp. EAR18]	group2
WP_074205079 [Sphingorhabdus marina DSM 22363]	group5
EGW51963 [Desulfovibrio sp. 6_1_46AFAA]	group3
WP_126519655 [Shewanella canadensis]	group2
TMI87562 [Terrabacteria group bacterium ANGP1]	group6
WP_114986593 [Pragia fontium]	group3
WP_108661156 [Acuticoccus kandeliae]	group1
TMG84181 [Betaproteobacteria bacterium]	group5
OGT77754 [Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_52_10]	group7
WP_076603977 [Azoarcus tolulyticus]	group2
RTL52985 [Bradyrhizobiaceae bacterium]	group2
WP_085159924 [Alteromonadaceae bacterium Bs31]	group4
REJ85390 [Acidobacteria bacterium]	group4
WP_053422015 [Azoarcus sp. PA01]	group6
WP_114727841 [Gluconacetobacter liquefaciens]	group5
VDL05581 [Bordetella pertussis]	group4
WP_014353891 [Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans (Yale colony)]	group5
TLM80496 [Actinobacteria bacterium]	group4
PYS24279 [Acidobacteria bacterium]	group1
RKZ96388 [Gammaproteobacteria bacterium]	group1
KRO87080 [Cryomorphaceae bacterium BACL29 MAG-121220-bin8]	group4
WP_107694200 [Nitrosospira sp. Nsp2]	group4
WP_025264143 [Wolbachia endosymbiont of Onchocerca volvulus]	group7
TET68338 [candidate division Zixibacteria bacterium]	group6
WP_057850557 [Bradyrhizobium valentinum]	group1
WP_126787838 [Aliidiomarina sedimenti]	group5
OIO59829 [Verrucomicrobia bacterium CG_4_9_14_3_um_filter_43_20]	group2
WP_022842139 [Acidobacteriaceae bacterium TAA166]	group2
EHL31218 [Legionella drancourtii LLAP12]	group3
WP_111538259 [Hwanghaeicola aestuarii]	group2
PKP66883 [Alphaproteobacteria bacterium HGW-Alphaproteobacteria-9]	group4
WP_123139871 [Marichromatium sp. AB31]	group4
RZL11668 [Rubrivivax sp.]	group6
PCJ60897 [Planctomycetes bacterium]	group1
XP_021889955 [Carica papaya]	group6
WP_109616359 [Sediminitomix flava]	group3
RPG59772 [Flavobacteriaceae bacterium TMED81]	group7
OQX95466 [candidate division KSB1 bacterium 4572_119]	group6
PYM19528 [Candidatus Rokubacteria bacterium]	group3
OKY85673 [Bacteroidales bacterium 52_46]	group5
WP_068478493 [Oleiphilus sp. HI0067]	group2
AHF00901 [Thiomicrospira aerophila AL3]	group5
WP_118994588 [Pusillimonas caeni]	group2
WP_101505849 [Erwinia sp. B116]	group1
WP_119322290 [Capsulimonas corticalis]	group7
WP_025004083 [Porphyromonas macacae]	group2
WP_082990319 [Woeseia oceani]	group6
WP_096432169 [Thioclava arenosa]	group1
PCK09513 [Alteromonadaceae bacterium]	group7
WP_089728863 [Halomonas muralis]	group7
WP_136871913 [Desulforhopalus sp. IMCC35007]	group7
CDA93308 [Bacteroides sp. CAG:709]	group3
WP_136545426 [Acetobacteraceae bacterium]	group7
OJY50978 [Sphingomonas sp. 67-41]	group7
WP_056929083 [Ferrovum sp. 34-44-207]	group7
PYQ32512 [Acidobacteria bacterium]	group7
WP_029311027 [Acidiphilium rubrum]	group7
WP_039885391 [Acidocella sp. MX-AZ02]	group2
WP_126841966 [Idiomarina tyrosinivorans]	group6
EGY28458 [Candidatus Regiella insecticola 5.15]	group4
WP_025300380 [Candidatus Endolissoclinum faulkneri L5]	group5
WP_123152938 [Sphingomonadaceae bacterium KCTC 52944]	group4
WP_022385307 [Bacteroides sp. CAG:462]	group7
WP_110516352 [Bacillus sp. YSP-3]	group7
WP_056799502 [Bosea sp. Root381]	group2
WP_027176531 [Desulfovibrio aminophilus]	group2
OGS82657 [Gallionellales bacterium GWA2_59_43]	group1
WP_131776700 [Legionella impletisoli]	group3
WP_140920201 [Pragia sp. CF-509]	group1
KXS56411 [Candidatus Adiutrix intracellularis]	group7
WP_068769369 [Opitutaceae bacterium TSB47]	group4
SPY94445 [Proteus mirabilis]	group6
WP_088281651 [Ideonella sp. A 288]	group2
WP_120096896 [Salinisphaera sp. Q1T1-3]	group3
WP_119630045 [Methylocaldum marinum]	group5
RZL41877 [Pedobacter sp.]	group6
WP_124964680 [Gemmobacter sp. YIM 102744-1]	group3
WP_137700338 [Marimonas sp. GH1-19]	group7
WP_119437982 [Prolixibacteraceae bacterium XSD2]	group4
OHB76565 [Planctomycetes bacterium RBG_16_59_8]	group3
WP_084068351 [Desulfobacterium vacuolatum DSM 3385]	group5
TMQ13082 [Deltaproteobacteria bacterium]	group5
WP_134093115 [Novosphingobium sp. PhB55]	group6
WP_103116511 [Geothermobacter sp. HR-1]	group2
PIS36450 [Nitrospirae bacterium CG_4_9_14_3_um_filter_53_35]	group6
RZO24946 [SAR86 cluster bacterium]	group7
WP_107990542 [Breoghania corrubedonensis]	group2
WP_140908690 [Luteimonas sp. 1.1416]	group7
WP_066537186 [Comamonas terrigena NBRC 13299]	group1
ODT87528 [Phenylobacterium sp. SCN 70-31]	group3
OIN59112 [Arsenicibacter rosenii]	group1
WP_127112149 [Thalassobius sp. ZQ172]	group1
WP_117395764 [Maritalea myrionectae]	group4
WP_076706082 [Pelagibaca abyssi]	group3
WP_042084726 [alpha proteobacterium Q-1]	group3
WP_035489530 [Gammaproteobacteria bacterium MOLA455]	group7
WP_082351223 [Desulfuromonas soudanensis]	group7
RFC41626 [Verrucomicrobia bacterium]	group2
OUW81902 [Gammaproteobacteria bacterium TMED222]	group3
WP_119784857 [Noviherbaspirillum sp. K1S02-23]	group7
WP_004177189 [Nitrosospira lacus]	group7
TMA46823 [Deltaproteobacteria bacterium]	group7
WP_073118159 [Wenyingzhuangia marina]	group4
RFC42674 [Verrucomicrobia bacterium]	group3
WP_023627146 [Bacillus sp. 17376]	group7
WP_092342971 [unclassified Bacteria (miscellaneous)]	group5
OUU10627 [Gammaproteobacteria bacterium TMED34]	group1
WP_015048783 [Simiduia agarivorans SA1 = DSM 21679]	group7
GBE53570 [bacterium BMS3Abin13]	group7
WP_121145131 [Orbus hercynius]	group7
WP_142592193 [Rhizobium endolithicum]	group4
WP_036545165 [Nitrincola lacisaponensis]	group4
WP_091189491 [Formivibrio citricus]	group7
WP_136494992 [Methylocystis heyeri]	group3
WP_119334324 [Hydrogenophilus thermoluteolus]	group1
WP_097440910 [Sediminicola luteus]	group2
TRZ37431 [Bacillus circulans]	group5
WP_116649938 [Wenzhouxiangella sediminis]	group1
PID65614 [Gammaproteobacteria bacterium]	group3
WP_078663379 [Bartonella sp. WD12.1]	group1
OUR78074 [Alphaproteobacteria bacterium 46_93_T64]	group5
WP_027469059 [Deefgea rivuli]	group2
WP_117299049 [Acidipila sp. 4G-K13]	group2
WP_023464135 [Asticcacaulis sp. YBE204]	group1
OUR67760 [Marinomonas sp. 42_23_T18]	group6
TDJ06870 [Deltaproteobacteria bacterium]	group7
WP_138468689 [Poseidonocella sp. HB161398]	group1
WP_121210276 [Maricaulis maris]	group7
WP_084732324 [Verrucomicrobia bacterium SCGC AAA168-F10]	group4
WP_062498712 [Moraxella lacunata]	group3
WP_099405004 [Chitinimonas sp. BJB300]	group3
WP_119288625 [Comamonadaceae bacterium SYSU G00088]	group7
WP_143308276 [Chitinophaga sp. BD 01]	group2
PKL47832 [Candidatus Riflebacteria bacterium HGW-Riflebacteria-2]	group4
WP_107497971 [Thalassobius sp. I31.1]	group7
TDR80387 [Paludibacterium purpuratum]	group4
WP_029461543 [Serpentinomonas raichei]	group5
WP_047872332 [Photobacterium aphoticum]	group4
PPC94285 [Methylotenera sp.]	group1
KZZ33803 [Oleiphilus sp. HI0117]	group4
WP_022957244 [Spongiibacter tropicus]	group3
WP_034642538 [Bacillus manliponensis]	group4
TAJ70343 [Phenylobacterium sp.]	group6
WP_088004126 [Bacillus solisilvae]	group4
TET52412 [Desulfobacteraceae bacterium]	group4
XP_010252826 [Nelumbo nucifera]	group5
WP_079253933 [Endozoicomonas arenosclerae]	group2
WP_008546539 [Pseudovibrio sp. JE062]	group7
WP_008844674 [Aliiglaciecola lipolytica E3]	group2
OUR81629 [Cycloclasticus sp. 46_120_T64]	group1
WP_041976962 [Pyrinomonas methylaliphatogenes]	group5
WP_050927760 [Aestuariivita boseongensis]	group4
WP_120489615 [Bergeyella cardium]	group4
WP_054624617 [Cronobacter sakazakii]	group6
WP_083459205 [Amantichitinum ursilacus]	group5
RKZ35560 [Gammaproteobacteria bacterium]	group7
KEY90803 [Candidatus Photodesmus katoptron]	group3
WP_013043473 [Coraliomargarita akajimensis DSM 45221]	group5
PIR38994 [Alphaproteobacteria bacterium CG11_big_fil_rev_8_21_14_0_20_39_49]	group1
RLC26615 [Deltaproteobacteria bacterium]	group1
WP_100151788 [Snodgrassella alvi]	group4
PYR22683 [Acidobacteria bacterium]	group7
WP_069898028 [Pseudomonas marincola]	group1
WP_048400393 [Achromatium sp. WMS3]	group7
WP_048498916 [Chryseobacterium koreense CCUG 49689]	group2
WP_005959845 [endosymbiont of Tevnia jerichonana (vent Tica)]	group1
WP_047765399 [Kiloniella spongiae]	group1
TCM86519 [Rhodovulum steppense]	group3
OGW12640 [Nitrospinae bacterium RIFCSPLOWO2_12_39_16]	group4
RZC26225 [Glycine soja]	group6
WP_072351420 [Flavobacteriaceae bacterium A100]	group1
TML13496 [Actinobacteria bacterium]	group6
EKD69083 [Candidatus Wallbacteria bacterium GWC2_49_35]	group6
PCH52856 [Cellvibrionales bacterium]	group4
TQS59068 [Salmonella enterica subsp. enterica serovar Typhimurium]	group3
WP_009205674 [Sulfuricella denitrificans skB26]	group1
TML86403 [Actinobacteria bacterium]	group7
OFY67046 [Bacteroidetes bacterium RBG_13_43_22]	group7
WP_110786242 [Rhodopseudomonas palustris]	group2
TDI20876 [Acidobacteria bacterium]	group3
PHR68320 [Alcanivorax sp.]	group6
WP_053940296 [Buchnera aphidicola (Aphis glycines)]	group5
WP_123640824 [Histidinibacterium lentulum]	group1
EBA03351 [Rhodobacteraceae bacterium HTCC2150]	group2
WP_138934357 [Roseovarius sp. MK6-18]	group5
WP_133612011 [Dongia mobilis]	group1
WP_075982444 [Bacillus massilionigeriensis]	group1
RPI57392 [Acidobacteria bacterium]	group7
WP_046299074 [Verrucomicrobia bacterium IMCC26134]	group7
WP_079551141 [Halomonas subglaciescola]	group3
WP_015088157 [Candidatus Endolissoclinum faulkneri L2]	group6
WP_083541322 [Gluconobacter roseus]	group6
VEI48577 [Actinobacillus equuli]	group5
WP_096486483 [Methylorubrum populi]	group7
WP_137911111 [Rudaea sp. 3F27F6]	group2
OIP99746 [Syntrophobacteraceae bacterium CG2_30_61_12]	group5
WP_075587143 [Rhodoferax antarcticus]	group6
WP_100313280 [Thermoflavifilum aggregans]	group6
WP_121853512 [Parashewanella spongiae]	group1
RUA04385 [Gammaproteobacteria bacterium]	group2
XP_021812570 [Prunus avium]	group1
WP_079435611 [Zoogloea sp. LCSB751]	group6
WP_115610502 [Cardiobacterium valvarum]	group3
WP_114439746 [Phyllobacterium salinisoli]	group4
WP_028129801 [Selenomonas sp. AE3005]	group2
OYV67474 [Acidiphilium sp. 21-66-27]	group1
RPG99673 [Candidatus Pelagibacter sp. TMED118]	group4
WP_011587027 [Cytophaga hutchinsonii ATCC 33406]	group7
WP_009552128 [Burkholderiales bacterium JOSHI_001]	group3
PZO79642 [Sphingomonas hengshuiensis]	group7
WP_084503429 [Desulfatirhabdium butyrativorans]	group3
PIV74938 [Rhodobacteraceae bacterium CG17_big_fil_post_rev_8_21_14_2_50_65_11]	group4
RZB34516 [Desulfobacteraceae bacterium Eth-SRB1]	group4
WP_077544476 [Pasteurellaceae bacterium ppn422]	group6
WP_138181577 [Halomonas sp. TBZ3]	group1
WP_114511334 [Thalassococcus sp. WRAS1]	group7
PKO91603 [Betaproteobacteria bacterium HGW-Betaproteobacteria-1]	group4
OON59012 [Klebsiella pneumoniae]	group2
WP_035243935 [Desulfonatronovibrio hydrogenovorans]	group3
WP_020209696 [Gilvimarinus chinensis]	group5
WP_020567001 [Lewinella persica]	group5
WP_066050107 [Bacillus korlensis]	group6
RPF91299 [Rhizobiales bacterium TMED168]	group1
PZP93483 [Variovorax paradoxus]	group6
WP_079201664 [Pseudomonas sp. CC6-YY-74]	group3
WP_093003150 [Rhizobium sp. NFR07]	group7
PKP46907 [Bacteroidetes bacterium HGW-Bacteroidetes-11]	group2
OFZ19386 [Bdellovibrionales bacterium RBG_16_40_8]	group3
WP_045472379 [Burkholderiales bacterium GJ-E10]	group4
OGI50196 [Candidatus Muproteobacteria bacterium RIFCSPHIGHO2_01_FULL_61_200]	group7
OFZ68817 [Betaproteobacteria bacterium RBG_19FT_COMBO_58_11]	group7
WP_077925747 [Wohlfahrtiimonas larvae]	group1
OED41621 [Endozoicomonas sp. (ex Bugula neritina AB1)]	group6
WP_124751584 [Tannerella forsythia]	group6
WP_024901511 [Robbsia andropogonis]	group2
OGQ99299 [Deltaproteobacteria bacterium RIFOXYA12_FULL_61_11]	group4
WP_067267816 [Methylovorus sp. MM2]	group6
WP_084374912 [Bacillus soli]	group4
WP_074200811 [Sulfurivirga caldicuralii]	group4
PZS09781 [Solirubrobacterales bacterium]	group4
WP_075870738 [Bartonella apis]	group5
RUQ39648 [Candidatus Competibacteraceae bacterium]	group1
OGW66767 [Nitrospirae bacterium RIFCSPLOWO2_01_FULL_62_17]	group5
WP_075681280 [Bacillus pseudofirmus]	group5
WP_051176162 [Luteimonas mephitis]	group3
WP_142849718 [Telmatospirillum sp. J64-1]	group1
WP_078790902 [Geobacter thiogenes]	group7
WP_129944835 [Shewanella sp. OPT22]	group5
WP_079434836 [Zoogloea sp. LCSB751]	group6
WP_006788363 [Thiorhodospira sibirica ATCC 700588]	group4
WP_131415314 [Corallincola sp. DASS28]	group2
CDC28187 [Prevotella sp. CAG:386]	group6
BAC22655 [Comamonas sp. NCIMB 9872]	group4
RLD22498 [Bacteroidetes bacterium]	group1
WP_129353157 [Sorangium cellulosum]	group6
WP_012504622 [Prosthecochloris sp. ZM]	group6
KJJ14803 [Neisseria sp. HMSC06F02]	group6
OGQ84481 [Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_60_19]	group3
WP_048648798 [Nitratireductor soli]	group6
WP_078059661 [Xanthomonas massiliensis]	group2
WP_091565845 [Oryzisolibacter propanilivorax]	group5
TAJ07520 [Nitrospirae bacterium]	group5
TSJ62023 [Starkeya sp. 3C]	group1
KJJ85827 [Candidatus Omnitrophus magneticus]	group6
WP_011419755 [Anaeromyxobacter dehalogenans 2CP-C]	group5
TDH24064 [Segetibacter sp. 3557_3]	group5
OGT79366 [Gammaproteobacteria bacterium RIFCSPLOWO2_02_FULL_61_13]	group3
OGP87529 [Deltaproteobacteria bacterium RBG_16_48_10]	group4
RLD47718 [Bacteroidetes bacterium]	group1
WP_092837323 [Roseovarius lutimaris]	group7
OJY46236 [Rhizobiales bacterium 64-17]	group7
WP_091459781 [Acetomicrobium thermoterrenum DSM 13490]	group4
PIE54173 [Dethiosulfovibrio peptidovorans]	group7
PYV94687 [Acidobacteria bacterium]	group7
EKD75339 [Gammaproteobacteria bacterium RIFCSPLOWO2_12_FULL_38_14]	group1
WP_089724273 [Candidatus Thiosymbion oneisti]	group3
OYV70530 [Acidiphilium sp. 34-60-192]	group2
TPG71435 [Brevibacillus laterosporus]	group6
SEN28844 [Gemmobacter aquatilis]	group7
RZO32847 [SAR116 cluster bacterium]	group4
WP_083488089 [Stenotrophomonas koreensis]	group5
PIY44026 [Armatimonadetes bacterium CG_4_10_14_3_um_filter_66_18]	group3
WP_075185193 [Alteromonadales bacterium BS08]	group6
WP_087289278 [Elusimicrobium sp. An273]	group7
RLA35415 [Gammaproteobacteria bacterium]	group5
KYP45338 [Cajanus cajan]	group1
XP_019431601 [Lupinus angustifolius]	group1
WP_116364170 [Parahaliea mediterranea]	group7
WP_010195924 [Bacillus sp. m3-13]	group2
ORU91981 [Cycloclasticus sp. symbiont of Bathymodiolus heckerae]	group6
RLD37926 [Bacteroidetes bacterium]	group6
TMB19186 [Deltaproteobacteria bacterium]	group3
WP_066818076 [Defluviimonas alba]	group7
WP_068860368 [Perlucidibaca aquatica]	group1
EFH13036 [Roseomonas cervicalis ATCC 49957]	group1
WP_073374224 [Desulfofustis glycolicus DSM 9705]	group7
WP_106705428 [Nitrosomonas sp. APG5]	group7
WP_029622980 [Sphingomonas echinoides]	group6
WP_056429726 [Methylobacterium sp. Leaf91]	group1
WP_083479873 [Oxobacter pfennigii]	group2
OYT87496 [Burkholderiales bacterium PBB6]	group7
PKO44510 [Betaproteobacteria bacterium HGW-Betaproteobacteria-4]	group6
WP_084616495 [Marinomonas sp. S3726]	group6
PPR60527 [Alphaproteobacteria bacterium MarineAlpha3_Bin3]	group1
WP_038499002 [Basilea psittacipulmonis DSM 24701]	group5
WP_125326553 [Tabrizicola sp. K13M18]	group6
WP_006929076 [Caldithrix abyssi DSM 13497]	group2
RZO23338 [Candidatus Thioglobus sp.]	group7
WP_088615963 [Bdellovibrio sp. SKB1291214]	group7
TDI54845 [Alphaproteobacteria bacterium]	group2
WP_136796763 [Desulfopila sp. IMCC35004]	group2
WP_075340505 [Tenacibaculum agarivorans]	group6
WP_064667072 [Pseudoalteromonas prydzensis]	group1
THF52273 [Rhizobium sp. CC-HIH110]	group2
WP_070244756 [Edwardsiella hoshinae]	group1
WP_037586052 [Stenoxybacter acetivorans]	group4
WP_116477778 [candidate division NC10 bacterium]	group4
WP_073090500 [Thermosyntropha lipolytica DSM 11003]	group4
SPE18134 [Candidatus Sulfotelmatomonas gaucii]	group3
WP_070134221 [Candidatus Erwinia dacicola]	group3
PPD21464 [Methylomonas sp.]	group3
WP_140538329 [Mesorhizobium sp. B1-1-8]	group5
WP_011445961 [Novosphingobium stygium]	group4
WP_127714803 [Halobacteriovorax sp. HLS]	group4
RPF83170 [Verrucomicrobia bacterium TMED71]	group7
KPK58938 [Gammaproteobacteria bacterium SG8_31]	group6
TMJ85195 [Alphaproteobacteria bacterium]	group3
WP_053973641 [Polaribacter dokdonensis DSW-5]	group2
WP_110692060 [Salinicola sp. CR45]	group4
CUX95688 [Candidatus Mikella endobia]	group1
OUS06080 [Gammaproteobacteria bacterium 42_54_T18]	group1
WP_074200990 [Sulfurivirga caldicuralii]	group7
WP_077214118 [Bacillus dakarensis]	group7
WP_097023253 [Chromohalobacter canadensis]	group7
TAK95752 [Verrucomicrobia bacterium]	group7
WP_127768856 [Rhodobacteraceae bacterium CCMM004]	group3
OHB62317 [Planctomycetes bacterium RBG_13_46_10]	group5
WP_036232002 [Massilia sp. JS1662]	group4
RKK04561 [Roseomonas sp. Z24]	group2
PLX79170 [Desulfuromonas sp.]	group7
WP_114960959 [Thermomonas haemolytica]	group4
TRX67958 [Flammeovirga kamogawensis]	group6
WP_068460603 [Hyphomicrobium sulfonivorans]	group3
RUM45065 [Desulfurobacterium sp.]	group6
WP_135280668 [Candidatus Macondimonas diazotrophica]	group4
WP_101288233 [Pleomorphomonas diazotrophica]	group3
WP_130639019 [Alteromonas sp. KUL49]	group6
WP_015896797 [Acidobacterium capsulatum ATCC 51196]	group6
TFH12694 [Nitrosomonadales bacterium]	group4
RLB39216 [Deltaproteobacteria bacterium]	group2
XP_006469421 [Citrus sinensis]	group3
WP_124328155 [Desulfonema ishimotonii]	group1
WP_033169908 [Selenomonas sp. ND2010]	group6
WP_022683708 [Sphingobium sp. YL23]	group3
OIO31208 [Nitrospirae bacterium CG1_02_44_142]	group6
KUK57366 [Bacteroidetes bacterium 38_7]	group5
WP_083217795 [Kangiella sediminilitoris]	group5
OGK85085 [Candidatus Rokubacteria bacterium GWA2_70_23]	group3
WP_055850910 [Aurantimonas sp. Leaf443]	group2
PYP68088 [Gemmatimonadetes bacterium]	group2
WP_104704011 [Labrenzia sp. EL143]	group4
WP_076877571 [Alkanindiges sp. H1]	group3
WP_089797045 [Halomonas korlensis]	group5
RUM51864 [Methylococcus sp.]	group5
WP_129680532 [Loktanella sp. IMCC34160]	group5
WP_048451990 [Methylobacterium tarhaniae]	group4
WP_014235549 [Betaproteobacteria bacterium]	group4
WP_076019095 [Betaproteobacteria bacterium GR16-43]	group7
WP_108507988 [Polynucleobacter acidiphobus]	group5
PZP49480 [Azospira oryzae]	group6
WP_074199253 [Acetomicrobium flavidum]	group5
TML57771 [Actinobacteria bacterium]	group4
RYY75506 [Gammaproteobacteria bacterium]	group6
KMJ60557 [Bacillus sp. LL01]	group1
PKN49660 [Deltaproteobacteria bacterium HGW-Deltaproteobacteria-16]	group1
EFV05259 [Prevotella salivae DSM 15606]	group2
WP_130922297 [Cytophagaceae bacterium 103A-SOEBACH]	group4
TAN38520 [Nitrospirae bacterium]	group3
OGL10780 [Candidatus Rokubacteria bacterium RIFCSPLOWO2_02_FULL_72_37]	group7
WP_085813828 [Geobacter pelophilus]	group6
RIZ69511 [Methylococcales bacterium]	group6
WP_066800859 [Moraxella oblonga]	group5
PCI41869 [Rhodospirillaceae bacterium]	group7
WP_072604299 [Mesorhizobium oceanicum]	group4
WP_014003604 [Acidithiobacillus caldus]	group7
WP_100096104 [Candidatus Hamiltonella defensa]	group4
SHJ44226 [Cycloclasticus sp. DSM 27168]	group4
WP_073192515 [Psychroflexus salarius]	group1
AKC60569 [Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus]	group6
WP_051291252 [Fictibacillus gelatini]	group7
WP_061304337 [Achromobacter piechaudii]	group5
WP_040241870 [Chromohalobacter japonicus]	group2
WP_047136052 [Luteimonas sp. FCS-9]	group5
RUY19813 [Mesorhizobium sp. M7A.F.Ca.CA.001.13.2.1]	group2
WP_025281248 [Ectothiorhodospira haloalkaliphila]	group6
WP_089682298 [Halomonas gudaonensis]	group7
WP_021279743 [Mannheimia haemolytica]	group7
WP_101925797 [Luteimonas sp. 4-12]	group5
